taxid,ko
1495285,K05345
1204522,K05345
69609,K05345
31533,K05345
1551641,K05345
1206560,K05345
1351740,K05345
1434323,K05345
36339,K05345
66711,K05345
1720504,K05345
1720500,K05345
1720494,K05345
1863008,K05345
1863007,K05345
1863009,K05345
1837867,K05345
1654926,K05345
1815590,K05345
2024320,K05345
2024308,K05345
2024309,K05345
1720496,K05345
1720497,K05345
45406,K05345
10693,K05345
1914209,K05345
700939,K18951
979525,K18951
979533,K18951
979535,K18951
669008,K18951
2919552,K18951
2919549,K18951
866889,K18951
1987993,K18951
1002725,K18951
1041524,K18951
2885915,K18951
1080800,K18951
2885911,K18951
2886902,K18951
1100790,K18951
10665,K18951
197783,K18951
10760,K18951
110457,K18951
1162295,K18951
1049283,K18951
765765,K18951
1177632,K18951
1229752,K18951
1141136,K18951
1239382,K18951
1141138,K18951
1141141,K18951
926589,K18951
881915,K18951
941058,K18951
1052121,K18951
1054834,K18951
1051676,K18951
1054480,K18951
2881391,K18951
1051673,K18951
1147094,K18951
1141132,K18951
1108865,K18951
1204516,K18951
1198013,K18951
1206558,K18951
1204528,K18951
1206559,K18951
1262513,K18951
1116482,K18951
1129147,K18951
1264737,K18951
1091052,K18951
1087482,K18951
10255,K18951
12353,K18951
1198014,K18951
573174,K18951
115992,K18951
1273749,K18951
1307804,K18951
1327972,K18951
1225790,K18951
1233488,K18951
2169687,K18951
1328029,K18951
50948,K18951
227720,K18951
1262514,K18951
1406783,K18951
1402875,K18951
1415145,K18951
1308863,K18951
1406794,K18951
1262539,K18951
1455074,K18951
1445859,K18951
913183,K18951
926067,K18951
928293,K18951
1162290,K18951
1458849,K18951
1399915,K18951
1406795,K18951
1446492,K18951
1481112,K18951
1495285,K18951
1430444,K18951
1327934,K18951
1391224,K18951
1560514,K18951
1527770,K18951
1555202,K18951
1204522,K18951
1536611,K18951
1505227,K18951
1481186,K18951
69609,K18951
1477406,K18951
1527524,K18951
31533,K18951
1458860,K18951
1391188,K18951
1541825,K18951
1204523,K18951
1551641,K18951
75320,K18951
2907963,K18951
2880362,K18951
115991,K18951
321023,K18951
181082,K18951
329886,K18951
2911441,K18951
45406,K18951
369257,K18951
448384,K18951
293178,K18951
451705,K18951
484896,K18951
529929,K18951
532074,K18951
532075,K18951
532076,K18951
532078,K18951
526118,K18951
2884427,K18951
47049,K18951
10693,K18951
1914209,K18951
576789,K18951
576790,K18951
674082,K18951
644563,K18951
637730,K18951
665032,K18951
694581,K18951
707757,K18951
10759,K18951
698728,K18951
12643,K18951
329381,K18951
645664,K18951
879628,K18951
879630,K18951
762660,K18951
760732,K18951
709484,K18951
760939,K18951
700939,K18961
2919552,K18961
2919549,K18961
1002725,K18961
10665,K18961
1049283,K18961
1141136,K18961
1141138,K18961
1141141,K18961
1052121,K18961
1054834,K18961
1054480,K18961
1147094,K18961
1204516,K18961
1198013,K18961
1206558,K18961
1129147,K18961
1087482,K18961
12353,K18961
1198014,K18961
115992,K18961
1307804,K18961
50948,K18961
1262539,K18961
1455074,K18961
926067,K18961
1481112,K18961
1495285,K18961
1430444,K18961
1391224,K18961
1555202,K18961
1204522,K18961
69609,K18961
1527524,K18961
31533,K18961
1541825,K18961
1551641,K18961
75320,K18961
2907963,K18961
2880362,K18961
115991,K18961
321023,K18961
2911441,K18961
45406,K18961
448384,K18961
293178,K18961
10693,K18961
1914209,K18961
576789,K18961
576790,K18961
707757,K18961
698728,K18961
329381,K18961
645664,K18961
879628,K18961
879630,K18961
762660,K18961
760732,K18961
709484,K18961
760939,K18961
700939,K18962
2919552,K18962
2919549,K18962
1002725,K18962
1094892,K18962
1094892,K18962
889338,K18962
10665,K18962
1173297,K18962
1049283,K18962
1141135,K18962
1141137,K18962
1141138,K18962
1141141,K18962
1141141,K18962
1052121,K18962
1054834,K18962
1054480,K18962
1204516,K18962
1206558,K18962
1206558,K18962
1269028,K18962
1269028,K18962
1129147,K18962
1087482,K18962
12353,K18962
1307804,K18962
1208587,K18962
1391428,K18962
1262539,K18962
1455074,K18962
926067,K18962
1458716,K18962
1481112,K18962
1495285,K18962
1430444,K18962
1430444,K18962
1391224,K18962
1204522,K18962
1481186,K18962
69609,K18962
1527524,K18962
31533,K18962
1357714,K18962
1541825,K18962
1551641,K18962
1527519,K18962
75320,K18962
2880362,K18962
2880362,K18962
115991,K18962
45406,K18962
293178,K18962
379529,K18962
486809,K18962
10693,K18962
1914209,K18962
576790,K18962
665032,K18962
707757,K18962
698728,K18962
329381,K18962
645664,K18962
879630,K18962
762660,K18962
760732,K18962
709484,K18962
760939,K18962
700939,K18948
2919552,K18948
2919549,K18948
444860,K18948
445700,K18948
445683,K18948
444859,K18948
444862,K18948
445696,K18948
444878,K18948
445684,K18948
444861,K18948
445685,K18948
445688,K18948
1002725,K18948
1026955,K18948
10665,K18948
1049283,K18948
1141138,K18948
1141141,K18948
1079998,K18948
1052121,K18948
1054834,K18948
1054480,K18948
1204516,K18948
1198013,K18948
1206558,K18948
1129147,K18948
1087482,K18948
869724,K18948
1283076,K18948
12353,K18948
754037,K18948
889956,K18948
754042,K18948
929832,K18948
869662,K18948
536466,K18948
1198014,K18948
536444,K18948
536474,K18948
115992,K18948
536453,K18948
754038,K18948
754039,K18948
1307804,K18948
50948,K18948
1262539,K18948
1455074,K18948
1340812,K18948
926067,K18948
1481112,K18948
1495285,K18948
1430444,K18948
1391224,K18948
1204522,K18948
69609,K18948
1527524,K18948
31533,K18948
1357714,K18948
1541825,K18948
1551641,K18948
1222338,K18948
1445860,K18948
1204531,K18948
1206560,K18948
1351740,K18948
1540095,K18948
1434323,K18948
75320,K18948
36339,K18948
66711,K18948
2907963,K18948
1720504,K18948
1698360,K18948
1608310,K18948
2880362,K18948
1675607,K18948
1720500,K18948
1589265,K18948
1673871,K18948
1567026,K18948
1567027,K18948
1567028,K18948
1720494,K18948
1429794,K18948
1567029,K18948
1211280,K18948
1675602,K18948
1655305,K18948
1863008,K18948
1852628,K18948
1815631,K18948
1863007,K18948
1863009,K18948
1837867,K18948
1852625,K18948
1863011,K18948
1654926,K18948
1654928,K18948
1815590,K18948
1837931,K18948
1837930,K18948
268746,K18948
268747,K18948
115991,K18948
321023,K18948
1508678,K18948
1508681,K18948
1981499,K18948
1682394,K18948
1675608,K18948
2005047,K18948
2006941,K18948
2026082,K18948
2024320,K18948
2041413,K18948
2267236,K18948
2024308,K18948
2024309,K18948
1720496,K18948
1720497,K18948
1880822,K18948
2911441,K18948
382359,K18948
45406,K18948
2070028,K18948
2587809,K18948
2696340,K18948
2500827,K18948
2601678,K18948
2690230,K18948
448384,K18948
293178,K18948
2079276,K18948
2716728,K18948
2716727,K18948
1651202,K18948
1651199,K18948
2163890,K18948
1651198,K18948
10692,K18948
10666,K18948
2420240,K18948
2025815,K18948
2576882,K18948
2025816,K18948
2750846,K18948
2696339,K18948
2079315,K18948
2508179,K18948
2081604,K18948
2502303,K18948
2502301,K18948
2502306,K18948
2508181,K18948
2724310,K18948
2508180,K18948
2218499,K18948
2750850,K18948
2184699,K18948
2508177,K18948
2750851,K18948
2315580,K18948
1837875,K18948
2060720,K18948
2060721,K18948
2697536,K18948
2697537,K18948
2697539,K18948
1932889,K18948
2025823,K18948
2656520,K18948
2716729,K18948
2591056,K18948
2591063,K18948
2024321,K18948
1913049,K18948
2052930,K18948
2321390,K18948
2691085,K18948
1651196,K18948
1777059,K18948
1852638,K18948
1913572,K18948
1965363,K18948
1970776,K18948
2083276,K18948
2052932,K18948
2052931,K18948
1892569,K18948
2006942,K18948
2340715,K18948
2108137,K18948
2163887,K18948
2163889,K18948
2163891,K18948
2163633,K18948
2163978,K18948
2163979,K18948
2234047,K18948
2234080,K18948
2315700,K18948
2448909,K18948
2479933,K18948
2499909,K18948
2712972,K18948
10693,K18948
1914209,K18948
576789,K18948
576790,K18948
665032,K18948
707757,K18948
698728,K18948
329381,K18948
645664,K18948
879628,K18948
879630,K18948
762660,K18948
760732,K18948
709484,K18948
760939,K18948
700939,K18947
2919552,K18947
2919549,K18947
1987993,K18947
1002725,K18947
1080800,K18947
2886902,K18947
10665,K18947
1049283,K18947
1177632,K18947
1141138,K18947
1141141,K18947
926589,K18947
941058,K18947
1052121,K18947
1054834,K18947
1054480,K18947
1108865,K18947
1204516,K18947
1206558,K18947
1204528,K18947
1262513,K18947
1129147,K18947
1091052,K18947
1087482,K18947
12353,K18947
1307804,K18947
2169687,K18947
50948,K18947
1406783,K18947
1406794,K18947
1455074,K18947
926067,K18947
1458849,K18947
1406795,K18947
1446492,K18947
1481112,K18947
1495285,K18947
1430444,K18947
1391224,K18947
1204522,K18947
69609,K18947
1477406,K18947
1527524,K18947
31533,K18947
1391188,K18947
1541825,K18947
1204523,K18947
1551641,K18947
115991,K18947
45406,K18947
448384,K18947
293178,K18947
2884427,K18947
10693,K18947
1914209,K18947
576789,K18947
576790,K18947
637730,K18947
665032,K18947
707757,K18947
698728,K18947
329381,K18947
645664,K18947
762660,K18947
760732,K18947
709484,K18947
760939,K18947
700939,K18960
2919552,K18960
1002725,K18960
1109715,K18960
10665,K18960
10665,K18960
2905674,K18960
1141525,K18960
1175504,K18960
1049283,K18960
1141138,K18960
1141141,K18960
1054834,K18960
1054480,K18960
1141519,K18960
1141132,K18960
1198013,K18960
1206559,K18960
1188794,K18960
1116482,K18960
1129147,K18960
2907955,K18960
204270,K18960
12353,K18960
1245814,K18960
1198014,K18960
115992,K18960
1235824,K18960
1273713,K18960
1307804,K18960
1316739,K18960
1327947,K18960
1327948,K18960
1383059,K18960
1340713,K18960
1340818,K18960
1225790,K18960
50948,K18960
1262514,K18960
1391429,K18960
1391432,K18960
1391433,K18960
1455074,K18960
1429759,K18960
1406779,K18960
1458726,K18960
926067,K18960
1071504,K18960
1071506,K18960
2902800,K18960
1071503,K18960
1052673,K18960
1481112,K18960
1495285,K18960
1430444,K18960
1391224,K18960
1458859,K18960
1204522,K18960
1542498,K18960
1481187,K18960
69609,K18960
69609,K18960
1527524,K18960
31533,K18960
1458860,K18960
1541825,K18960
1551641,K18960
75320,K18960
2907963,K18960
2880362,K18960
238854,K18960
115991,K18960
321023,K18960
2911441,K18960
2911435,K18960
45406,K18960
187764,K18960
2914005,K18960
448384,K18960
386792,K18960
386793,K18960
293178,K18960
484896,K18960
496396,K18960
627480,K18960
10693,K18960
1914209,K18960
641832,K18960
576789,K18960
576790,K18960
693582,K18960
707757,K18960
698728,K18960
645664,K18960
879628,K18960
879630,K18960
760732,K18960
709484,K18960
760939,K18960
700939,K22007
2919552,K22007
2919549,K22007
1002725,K22007
10665,K22007
1049283,K22007
1141138,K22007
1141141,K22007
1052121,K22007
1054834,K22007
1054480,K22007
1204516,K22007
1198013,K22007
1206558,K22007
1129147,K22007
1087482,K22007
12353,K22007
1198014,K22007
115992,K22007
1307804,K22007
50948,K22007
1262539,K22007
1455074,K22007
926067,K22007
1481112,K22007
1495285,K22007
1430444,K22007
1391224,K22007
1204522,K22007
69609,K22007
1527524,K22007
31533,K22007
1541825,K22007
1551641,K22007
1222338,K22007
1445860,K22007
1204531,K22007
1206560,K22007
1351740,K22007
1540095,K22007
1434323,K22007
75320,K22007
36339,K22007
66711,K22007
2907963,K22007
1720504,K22007
1698360,K22007
1608310,K22007
2880362,K22007
1675607,K22007
1636250,K22007
1327935,K22007
1720500,K22007
1589265,K22007
1610855,K22007
1673871,K22007
1567026,K22007
1567027,K22007
1567028,K22007
1720494,K22007
1429794,K22007
1567029,K22007
1211280,K22007
1673887,K22007
1701810,K22007
1675602,K22007
1655305,K22007
1863008,K22007
1852628,K22007
1815631,K22007
1863007,K22007
1863009,K22007
1837867,K22007
1852625,K22007
1863011,K22007
1654926,K22007
1871313,K22007
1654928,K22007
1815590,K22007
1837931,K22007
1837930,K22007
115991,K22007
321023,K22007
2911441,K22007
45406,K22007
448384,K22007
293178,K22007
10693,K22007
1914209,K22007
576789,K22007
576790,K22007
707757,K22007
698728,K22007
329381,K22007
645664,K22007
879628,K22007
879630,K22007
762660,K22007
760732,K22007
709484,K22007
760939,K22007
700939,K18946
2919552,K18946
2919549,K18946
444860,K18946
445700,K18946
445683,K18946
444859,K18946
444862,K18946
445696,K18946
444878,K18946
445684,K18946
445686,K18946
444861,K18946
445685,K18946
445688,K18946
1002725,K18946
1026955,K18946
2885915,K18946
2885911,K18946
10665,K18946
1049283,K18946
1229752,K18946
1141138,K18946
1141141,K18946
1079998,K18946
1052121,K18946
1054834,K18946
1054480,K18946
2881391,K18946
1204516,K18946
1198013,K18946
1206558,K18946
1129147,K18946
1087482,K18946
869724,K18946
1283076,K18946
12353,K18946
754037,K18946
889956,K18946
754042,K18946
929832,K18946
869662,K18946
536466,K18946
1198014,K18946
536444,K18946
536474,K18946
115992,K18946
536453,K18946
754038,K18946
754039,K18946
1307804,K18946
50948,K18946
1262539,K18946
1455074,K18946
1340812,K18946
1340810,K18946
926067,K18946
1481112,K18946
1495285,K18946
1430444,K18946
1391224,K18946
1204522,K18946
69609,K18946
1527524,K18946
31533,K18946
1357714,K18946
1541825,K18946
1551641,K18946
1445860,K18946
1204531,K18946
1206560,K18946
1351740,K18946
1540095,K18946
1434323,K18946
75320,K18946
36339,K18946
66711,K18946
2907963,K18946
1720504,K18946
2880362,K18946
1720500,K18946
1720494,K18946
1675602,K18946
1655305,K18946
1863008,K18946
1815631,K18946
1863007,K18946
1863009,K18946
1837867,K18946
1863011,K18946
1654926,K18946
1815590,K18946
238854,K18946
268746,K18946
268747,K18946
115991,K18946
321023,K18946
1508678,K18946
1508681,K18946
2005047,K18946
2024320,K18946
2041413,K18946
2267236,K18946
2024308,K18946
2024309,K18946
1720496,K18946
1720497,K18946
2911441,K18946
382359,K18946
45406,K18946
448384,K18946
293178,K18946
2079276,K18946
2716728,K18946
2716727,K18946
1651202,K18946
1651199,K18946
2163890,K18946
1651198,K18946
10692,K18946
10666,K18946
2420240,K18946
2025815,K18946
2576882,K18946
2025816,K18946
2750846,K18946
2696339,K18946
2079315,K18946
2508179,K18946
2081604,K18946
2502303,K18946
2502301,K18946
2502306,K18946
2508181,K18946
2724310,K18946
2508180,K18946
2218499,K18946
2750850,K18946
2184699,K18946
2508177,K18946
2750851,K18946
2315580,K18946
1837875,K18946
2060720,K18946
2060721,K18946
2697536,K18946
2697537,K18946
2697539,K18946
1932889,K18946
2025823,K18946
2656520,K18946
2716729,K18946
2591056,K18946
2591063,K18946
2024321,K18946
1913049,K18946
2052930,K18946
2321390,K18946
2691085,K18946
1651196,K18946
1970776,K18946
2052932,K18946
2052931,K18946
1892569,K18946
2340715,K18946
2108137,K18946
2163889,K18946
2234080,K18946
2448909,K18946
2479933,K18946
2712972,K18946
10693,K18946
1914209,K18946
576789,K18946
576790,K18946
555387,K18946
707757,K18946
698728,K18946
329381,K18946
645664,K18946
879628,K18946
879630,K18946
762660,K18946
760732,K18946
709484,K18946
760939,K18946
1002725,K21074
10665,K21074
1141141,K21074
1054834,K21074
1054480,K21074
1204522,K21074
69609,K21074
31533,K21074
1551641,K21074
1206560,K21074
1351740,K21074
1434323,K21074
36339,K21074
66711,K21074
1720504,K21074
1720500,K21074
1720494,K21074
1863008,K21074
1863007,K21074
1863009,K21074
1837867,K21074
1654926,K21074
1815590,K21074
45406,K21074
10693,K21074
1914209,K21074
700939,K21079
2919552,K21079
2919549,K21079
1002725,K21079
10665,K21079
1049283,K21079
1141138,K21079
1141141,K21079
1052121,K21079
1054834,K21079
1054480,K21079
1204516,K21079
1198013,K21079
1206558,K21079
1129147,K21079
1087482,K21079
12353,K21079
1198014,K21079
115992,K21079
1307804,K21079
50948,K21079
1262539,K21079
1455074,K21079
926067,K21079
1481112,K21079
1495285,K21079
1430444,K21079
1391224,K21079
1204522,K21079
69609,K21079
1527524,K21079
31533,K21079
1541825,K21079
1551641,K21079
1222338,K21079
1445860,K21079
1204531,K21079
1206560,K21079
1351740,K21079
1540095,K21079
1434323,K21079
75320,K21079
36339,K21079
66711,K21079
2907963,K21079
1720504,K21079
1698360,K21079
1608310,K21079
2880362,K21079
1675607,K21079
1636250,K21079
1327935,K21079
1720500,K21079
1589265,K21079
1610855,K21079
1673871,K21079
1567026,K21079
1567027,K21079
1567028,K21079
1720494,K21079
1429794,K21079
1567029,K21079
1211280,K21079
1673887,K21079
1701810,K21079
1675602,K21079
1655305,K21079
1863008,K21079
1852628,K21079
1815631,K21079
1863007,K21079
1863009,K21079
1837867,K21079
1852625,K21079
1863011,K21079
1654926,K21079
1871313,K21079
1654928,K21079
1815590,K21079
115991,K21079
321023,K21079
2911441,K21079
45406,K21079
448384,K21079
293178,K21079
10693,K21079
1914209,K21079
576789,K21079
576790,K21079
707757,K21079
698728,K21079
329381,K21079
645664,K21079
879628,K21079
879630,K21079
762660,K21079
760732,K21079
709484,K21079
760939,K21079
700939,K21531
2919552,K21531
2919549,K21531
1002725,K21531
10665,K21531
1049283,K21531
1141138,K21531
1141141,K21531
1052121,K21531
1054834,K21531
1054480,K21531
1204516,K21531
1198013,K21531
1206558,K21531
1129147,K21531
1087482,K21531
12353,K21531
1198014,K21531
115992,K21531
1307804,K21531
50948,K21531
1262539,K21531
1455074,K21531
926067,K21531
1430444,K21531
1481112,K21531
1495285,K21531
1391224,K21531
1204522,K21531
69609,K21531
1527524,K21531
31533,K21531
1541825,K21531
1551641,K21531
1222338,K21531
1445860,K21531
1204531,K21531
1206560,K21531
1351740,K21531
1540095,K21531
1434323,K21531
75320,K21531
36339,K21531
66711,K21531
2907963,K21531
1720504,K21531
1698360,K21531
1608310,K21531
2880362,K21531
1675607,K21531
1636250,K21531
1327935,K21531
1720500,K21531
1589265,K21531
1610855,K21531
1673871,K21531
1567026,K21531
1567027,K21531
1567028,K21531
1429794,K21531
1567029,K21531
1211280,K21531
1673887,K21531
1701810,K21531
1675602,K21531
1655305,K21531
1863008,K21531
1852628,K21531
1815631,K21531
1863007,K21531
1863009,K21531
1837867,K21531
1852625,K21531
1863011,K21531
1654926,K21531
1871313,K21531
1654928,K21531
1815590,K21531
1837931,K21531
1837930,K21531
115991,K21531
321023,K21531
2911441,K21531
45406,K21531
448384,K21531
293178,K21531
10693,K21531
1914209,K21531
576789,K21531
576790,K21531
707757,K21531
698728,K21531
329381,K21531
645664,K21531
879630,K21531
762660,K21531
760732,K21531
709484,K21531
760939,K21531
700939,K21530
2919552,K21530
1002725,K21530
10665,K21530
1049283,K21530
1141138,K21530
1141141,K21530
1052121,K21530
1054834,K21530
1054480,K21530
1198013,K21530
1129147,K21530
1087482,K21530
12353,K21530
1198014,K21530
1307804,K21530
50948,K21530
1455074,K21530
1481112,K21530
1495285,K21530
1430444,K21530
1391224,K21530
1204522,K21530
69609,K21530
1527524,K21530
31533,K21530
1541825,K21530
1551641,K21530
1222338,K21530
1445860,K21530
1204531,K21530
1206560,K21530
1351740,K21530
1540095,K21530
1434323,K21530
36339,K21530
66711,K21530
2907963,K21530
1720504,K21530
1698360,K21530
1608310,K21530
1675607,K21530
1636250,K21530
1720500,K21530
1673871,K21530
1567026,K21530
1567027,K21530
1567028,K21530
1720494,K21530
1429794,K21530
1567029,K21530
1211280,K21530
1673887,K21530
1701810,K21530
1675602,K21530
1655305,K21530
1863008,K21530
1852628,K21530
1815631,K21530
1863007,K21530
1863009,K21530
1837867,K21530
1852625,K21530
1863011,K21530
1654926,K21530
1871313,K21530
1654928,K21530
1815590,K21530
1837931,K21530
1837930,K21530
115991,K21530
321023,K21530
2911441,K21530
45406,K21530
448384,K21530
293178,K21530
10693,K21530
1914209,K21530
576789,K21530
576790,K21530
707757,K21530
698728,K21530
329381,K21530
645664,K21530
879628,K21530
762660,K21530
760732,K21530
709484,K21530
760939,K21530
700939,K18949
2919552,K18949
2919549,K18949
444860,K18949
445700,K18949
445683,K18949
444859,K18949
444862,K18949
445696,K18949
444878,K18949
445684,K18949
445685,K18949
1002725,K18949
1026955,K18949
10665,K18949
1049283,K18949
1141138,K18949
1141141,K18949
1079999,K18949
1079998,K18949
1052121,K18949
1054834,K18949
1054480,K18949
1204516,K18949
1198013,K18949
1206558,K18949
1129147,K18949
1087482,K18949
869724,K18949
1283076,K18949
12353,K18949
889956,K18949
754042,K18949
869662,K18949
536466,K18949
1198014,K18949
536444,K18949
536474,K18949
115992,K18949
536453,K18949
754038,K18949
754039,K18949
1307804,K18949
50948,K18949
1262539,K18949
1455074,K18949
1340812,K18949
926067,K18949
1481112,K18949
1495285,K18949
1430444,K18949
1391224,K18949
1204522,K18949
69609,K18949
1527524,K18949
31533,K18949
1357714,K18949
1541825,K18949
1551641,K18949
1445860,K18949
1204531,K18949
1206560,K18949
1351740,K18949
1540095,K18949
1434323,K18949
75320,K18949
36339,K18949
66711,K18949
2907963,K18949
1720504,K18949
1698360,K18949
1608310,K18949
2880362,K18949
1636250,K18949
1720500,K18949
1589265,K18949
1673871,K18949
1567026,K18949
1567027,K18949
1567028,K18949
1720494,K18949
1429794,K18949
1567029,K18949
1675602,K18949
1655305,K18949
1863008,K18949
1852628,K18949
1815631,K18949
1863007,K18949
1863009,K18949
1837867,K18949
1852625,K18949
1863011,K18949
1654926,K18949
1654928,K18949
1815590,K18949
1837931,K18949
1837930,K18949
268746,K18949
268747,K18949
115991,K18949
321023,K18949
1508678,K18949
1508681,K18949
2005047,K18949
2006941,K18949
2024320,K18949
2041413,K18949
2267236,K18949
2024308,K18949
2024309,K18949
1720496,K18949
1720497,K18949
2911441,K18949
382359,K18949
45406,K18949
2070028,K18949
2587809,K18949
2696340,K18949
448384,K18949
293178,K18949
2079276,K18949
2716728,K18949
2716727,K18949
1651202,K18949
1651199,K18949
2163890,K18949
1651198,K18949
10692,K18949
10666,K18949
2420240,K18949
2025815,K18949
2576882,K18949
2025816,K18949
2750846,K18949
2696339,K18949
2079315,K18949
2508179,K18949
2081604,K18949
2502303,K18949
2502301,K18949
2502306,K18949
2508181,K18949
2724310,K18949
2508180,K18949
2218499,K18949
2750850,K18949
2184699,K18949
2508177,K18949
2750851,K18949
2315580,K18949
1837875,K18949
2060720,K18949
2060721,K18949
2697536,K18949
2697537,K18949
2697539,K18949
1932889,K18949
2025823,K18949
2656520,K18949
2716729,K18949
2591056,K18949
2591063,K18949
2024321,K18949
1913049,K18949
2052930,K18949
2321390,K18949
2691085,K18949
1651196,K18949
1965363,K18949
1970776,K18949
2083276,K18949
2052932,K18949
2052931,K18949
1892569,K18949
2025809,K18949
2006942,K18949
2340715,K18949
2065203,K18949
2108137,K18949
2163887,K18949
2163889,K18949
2163891,K18949
2163633,K18949
2234047,K18949
2234080,K18949
2315700,K18949
2448909,K18949
2479933,K18949
2499909,K18949
2712972,K18949
10693,K18949
1914209,K18949
576789,K18949
576790,K18949
707757,K18949
698728,K18949
329381,K18949
645664,K18949
879628,K18949
879628,K18949
879630,K18949
762660,K18949
760732,K18949
709484,K18949
760939,K18949
700939,K18944
2919552,K18944
2919549,K18944
444860,K18944
445700,K18944
445683,K18944
444859,K18944
444862,K18944
445696,K18944
444878,K18944
445684,K18944
445686,K18944
444861,K18944
445685,K18944
445688,K18944
1987993,K18944
1002725,K18944
1026955,K18944
2885915,K18944
1080800,K18944
2885911,K18944
2886902,K18944
10665,K18944
1049283,K18944
1229752,K18944
1141138,K18944
1141141,K18944
1079999,K18944
1079998,K18944
926589,K18944
1052121,K18944
1054834,K18944
1054480,K18944
2881391,K18944
1108865,K18944
1204516,K18944
1198013,K18944
1206558,K18944
1204528,K18944
1262513,K18944
1129147,K18944
1091052,K18944
1087482,K18944
869724,K18944
1283076,K18944
12353,K18944
754037,K18944
889956,K18944
754042,K18944
929832,K18944
869662,K18944
536466,K18944
1198014,K18944
536444,K18944
536474,K18944
573174,K18944
115992,K18944
536453,K18944
754038,K18944
754039,K18944
1307804,K18944
2169687,K18944
50948,K18944
1406794,K18944
1262539,K18944
1455074,K18944
1340812,K18944
1340810,K18944
926067,K18944
1458849,K18944
1406795,K18944
1446492,K18944
1481112,K18944
1495285,K18944
1430444,K18944
1391224,K18944
1527770,K18944
1204522,K18944
69609,K18944
1477406,K18944
1527524,K18944
31533,K18944
1357714,K18944
1541825,K18944
1204523,K18944
1551641,K18944
1222338,K18944
1445860,K18944
1493514,K18944
1493509,K18944
1493512,K18944
1493511,K18944
1493510,K18944
454798,K18944
1493513,K18944
1493508,K18944
1357423,K18944
1564096,K18944
1204531,K18944
1206560,K18944
1351740,K18944
1540095,K18944
1434323,K18944
75320,K18944
722418,K18944
722417,K18944
36339,K18944
66711,K18944
2907963,K18944
1720504,K18944
1589733,K18944
1636182,K18944
1698360,K18944
1608310,K18944
2880362,K18944
1636250,K18944
1720500,K18944
1589265,K18944
1610855,K18944
1673871,K18944
1567026,K18944
1567027,K18944
1567028,K18944
1720494,K18944
1647405,K18944
1542477,K18944
1567029,K18944
1211280,K18944
1673887,K18944
1675602,K18944
1654891,K18944
1655305,K18944
1785960,K18944
1863008,K18944
1852628,K18944
1815631,K18944
1863007,K18944
1863009,K18944
1837867,K18944
1852625,K18944
1863011,K18944
1654926,K18944
1871313,K18944
1654928,K18944
1815590,K18944
1868654,K18944
1278479,K18944
687803,K18944
1883367,K18944
1883365,K18944
1883366,K18944
1541686,K18944
1883369,K18944
1883368,K18944
1837931,K18944
1837930,K18944
1815522,K18944
1815521,K18944
1868169,K18944
238854,K18944
268746,K18944
268747,K18944
115991,K18944
321023,K18944
1508678,K18944
1508681,K18944
2005047,K18944
2006941,K18944
2024320,K18944
2041413,K18944
2267236,K18944
2024308,K18944
2024309,K18944
1720496,K18944
1720497,K18944
2911441,K18944
382359,K18944
45406,K18944
2070028,K18944
2587809,K18944
448384,K18944
293178,K18944
2079276,K18944
2716728,K18944
2716727,K18944
1651202,K18944
1651199,K18944
2163890,K18944
1651198,K18944
10692,K18944
10666,K18944
2420240,K18944
2025815,K18944
2576882,K18944
2025816,K18944
2750846,K18944
2696339,K18944
2079315,K18944
2508179,K18944
2081604,K18944
2502303,K18944
2502301,K18944
2502306,K18944
2508181,K18944
2724310,K18944
2508180,K18944
2218499,K18944
2750850,K18944
2184699,K18944
2508177,K18944
2750851,K18944
2315580,K18944
1837875,K18944
2060720,K18944
2060721,K18944
2697536,K18944
2697537,K18944
2697539,K18944
1932889,K18944
2025823,K18944
2656520,K18944
2716729,K18944
2591056,K18944
2591063,K18944
2024321,K18944
1913049,K18944
2052930,K18944
2321390,K18944
2691085,K18944
1651196,K18944
1777059,K18944
1913572,K18944
1970776,K18944
2052932,K18944
2052931,K18944
1892569,K18944
2006942,K18944
2340715,K18944
2108137,K18944
2163889,K18944
2234047,K18944
2234080,K18944
2315700,K18944
2448909,K18944
2479933,K18944
2712972,K18944
10693,K18944
1914209,K18944
576789,K18944
576790,K18944
637730,K18944
665032,K18944
707757,K18944
698728,K18944
329381,K18944
645664,K18944
879628,K18944
879630,K18944
762660,K18944
760732,K18944
709484,K18944
760939,K18944
700939,K18945
2919552,K18945
2919549,K18945
444860,K18945
445700,K18945
444859,K18945
444862,K18945
445696,K18945
444878,K18945
445684,K18945
445686,K18945
444861,K18945
445685,K18945
445688,K18945
1002725,K18945
10665,K18945
1049283,K18945
1141138,K18945
1141141,K18945
1079999,K18945
1079998,K18945
1052121,K18945
1054834,K18945
1054480,K18945
1204516,K18945
1198013,K18945
1206558,K18945
1129147,K18945
1087482,K18945
869724,K18945
1283076,K18945
12353,K18945
754037,K18945
889956,K18945
754042,K18945
929832,K18945
869662,K18945
536466,K18945
1198014,K18945
536444,K18945
536474,K18945
115992,K18945
536453,K18945
754038,K18945
754039,K18945
1307804,K18945
50948,K18945
1262539,K18945
1455074,K18945
1340812,K18945
1340810,K18945
926067,K18945
1481112,K18945
1495285,K18945
1430444,K18945
1391224,K18945
1204522,K18945
69609,K18945
1527524,K18945
31533,K18945
1541825,K18945
