type,taxid
dsDN viruses,1036963
dsDN viruses,392505
dsDN viruses,10568
dsDN viruses,763552
dsDN viruses,935650
dsDN viruses,1177762
dsDN viruses,369584
dsDN viruses,2170170
dsDN viruses,1335476
dsDN viruses,2170171
dsDN viruses,1335477
dsDN viruses,936057
dsDN viruses,1176146
dsDN viruses,2908011
dsDN viruses,1144379
dsDN viruses,1961785
dsDN viruses,2848316
dsDN viruses,2848317
dsDN viruses,935635
dsDN viruses,1176147
dsDN viruses,291590
dsDN viruses,934799
dsDN viruses,1176148
dsDN viruses,292792
dsDN viruses,1513274
dsDN viruses,1226723
dsDN viruses,1961786
dsDN viruses,1336600
dsDN viruses,1398507
dsDN viruses,2170222
dsDN viruses,2259540
dsDN viruses,2304619
dsDN viruses,2304620
dsDN viruses,334213
dsDN viruses,197772
dsDN viruses,2773288
dsDN viruses,1921772
dsDN viruses,1921773
dsDN viruses,1464074
dsDN viruses,1921776
dsDN viruses,1921778
dsDN viruses,1480065
dsDN viruses,1921823
dsDN viruses,1921824
dsDN viruses,1163709
dsDN viruses,2169614
dsDN viruses,2170235
dsDN viruses,1195370
dsDN viruses,2169615
dsDN viruses,2170236
dsDN viruses,1912759
dsDN viruses,2169616
dsDN viruses,2170237
dsDN viruses,1776868
dsDN viruses,1922207
dsDN viruses,1922208
dsDN viruses,1463817
dsDN viruses,936058
dsDN viruses,1176150
dsDN viruses,936059
dsDN viruses,1176149
dsDN viruses,936060
dsDN viruses,1513275
dsDN viruses,706526
dsDN viruses,333921
dsDN viruses,10561
dsDN viruses,1513273
dsDN viruses,1070324
dsDN viruses,1961784
dsDN viruses,1370094
dsDN viruses,2170255
dsDN viruses,1887215
dsDN viruses,2170256
dsDN viruses,1747359
dsDN viruses,333918
dsDN viruses,333919
dsDN viruses,333920
dsDN viruses,2169650
dsDN viruses,2169692
dsDN viruses,1885928
dsDN viruses,10566
dsDN viruses,2093789
dsDN viruses,652810
dsDN viruses,479058
dsDN viruses,500654
dsDN viruses,1887218
dsDN viruses,10571
dsDN viruses,2268125
dsDN viruses,2025339
dsDN viruses,2077302
dsDN viruses,2077303
dsDN viruses,2077304
dsDN viruses,2077305
dsDN viruses,2077306
dsDN viruses,2077307
dsDN viruses,1959848
dsDN viruses,2050020
dsDN viruses,1905556
dsDN viruses,2025338
dsDN viruses,2294150
dsDN viruses,2294151
dsDN viruses,2294152
dsDN viruses,573053
dsDN viruses,2842567
dsDN viruses,2843873
dsDN viruses,1732173
dsDN viruses,2843874
dsDN viruses,1732174
dsDN viruses,2843875
dsDN viruses,437444
dsDN viruses,423358
dsDN viruses,680194
dsDN viruses,315953
dsDN viruses,1797140
dsDN viruses,1351702
dsDN viruses,1580591
dsDN viruses,1732177
dsDN viruses,1732178
dsDN viruses,285013
dsDN viruses,1123964
dsDN viruses,1232737
dsDN viruses,1232738
dsDN viruses,700542
dsDN viruses,10474
dsDN viruses,10475
dsDN viruses,244589
dsDN viruses,244590
dsDN viruses,459290
dsDN viruses,459291
dsDN viruses,693628
dsDN viruses,2032563
dsDN viruses,256994
dsDN viruses,2032573
dsDN viruses,248496
dsDN viruses,2508184
dsDN viruses,1299307
dsDN viruses,693629
dsDN viruses,693627
dsDN viruses,1298531
dsDN viruses,292638
dsDN viruses,2842370
dsDN viruses,2843676
dsDN viruses,270161
dsDN viruses,2843678
dsDN viruses,292639
dsDN viruses,324686
dsDN viruses,1298634
dsDN viruses,1032474
dsDN viruses,2732902
dsDN viruses,352476
dsDN viruses,2749931
dsDN viruses,128708
dsDN viruses,2840056
dsDN viruses,2840070
dsDN viruses,10442
dsDN viruses,558016
dsDN viruses,224399
dsDN viruses,208013
dsDN viruses,1962501
dsDN viruses,1580580
dsDN viruses,161494
dsDN viruses,268591
dsDN viruses,307456
dsDN viruses,46015
dsDN viruses,271108
dsDN viruses,74320
dsDN viruses,1850906
dsDN viruses,74660
dsDN viruses,208973
dsDN viruses,1987479
dsDN viruses,58094
dsDN viruses,320432
dsDN viruses,1207438
dsDN viruses,1592335
dsDN viruses,1307957
dsDN viruses,2304025
dsDN viruses,1906244
dsDN viruses,59376
dsDN viruses,70600
dsDN viruses,307467
dsDN viruses,51313
dsDN viruses,148363
dsDN viruses,2560521
dsDN viruses,1367203
dsDN viruses,28288
dsDN viruses,1070315
dsDN viruses,1642929
dsDN viruses,1307956
dsDN viruses,2560562
dsDN viruses,134394
dsDN viruses,10449
dsDN viruses,166921
dsDN viruses,78219
dsDN viruses,207830
dsDN viruses,204440
dsDN viruses,1307954
dsDN viruses,447897
dsDN viruses,1046267
dsDN viruses,490711
dsDN viruses,262177
dsDN viruses,2083176
dsDN viruses,2560642
dsDN viruses,1675865
dsDN viruses,2315721
dsDN viruses,1242863
dsDN viruses,10454
dsDN viruses,10455
dsDN viruses,10456
dsDN viruses,46242
dsDN viruses,1563660
dsDN viruses,101850
dsDN viruses,332054
dsDN viruses,1675866
dsDN viruses,65124
dsDN viruses,542343
dsDN viruses,31507
dsDN viruses,307461
dsDN viruses,1592576
dsDN viruses,38012
dsDN viruses,1346829
dsDN viruses,566270
dsDN viruses,558017
dsDN viruses,170617
dsDN viruses,10464
dsDN viruses,362830
dsDN viruses,56947
dsDN viruses,283675
dsDN viruses,1986289
dsDN viruses,1986291
dsDN viruses,1986290
dsDN viruses,1750712
dsDN viruses,35254
dsDN viruses,28289
dsDN viruses,1675862
dsDN viruses,166056
dsDN viruses,307444
dsDN viruses,115813
dsDN viruses,489830
dsDN viruses,52412
dsDN viruses,2072024
dsDN viruses,2169745
dsDN viruses,36355
dsDN viruses,2169746
dsDN viruses,192584
dsDN viruses,262175
dsDN viruses,98383
dsDN viruses,307454
dsDN viruses,359919
dsDN viruses,10462
dsDN viruses,1916701
dsDN viruses,51677
dsDN viruses,558019
dsDN viruses,130556
dsDN viruses,558018
dsDN viruses,249151
dsDN viruses,111874
dsDN viruses,204507
dsDN viruses,1285590
dsDN viruses,1285591
dsDN viruses,2747309
dsDN viruses,379529
dsDN viruses,1285593
dsDN viruses,2747498
dsDN viruses,523909
dsDN viruses,1511852
dsDN viruses,1511853
dsDN viruses,2057187
dsDN viruses,2844101
dsDN viruses,1654582
dsDN viruses,2844102
dsDN viruses,2053981
dsDN viruses,2844103
dsDN viruses,2072209
dsDN viruses,432587
dsDN viruses,92521
dsDN viruses,1511854
dsDN viruses,29250
dsDN viruses,1128424
dsDN viruses,2842638
dsDN viruses,1546257
dsDN viruses,2842693
dsDN viruses,2509616
dsDN viruses,1529056
dsDN viruses,196937
dsDN viruses,249585
dsDN viruses,342409
dsDN viruses,2560062
dsDN viruses,2560089
dsDN viruses,2056194
dsDN viruses,10472
dsDN viruses,10473
dsDN viruses,46014
dsDN viruses,2169572
dsDN viruses,2169647
dsDN viruses,2734592
dsDN viruses,2493125
dsDN viruses,2169571
dsDN viruses,1982658
dsDN viruses,1232647
dsDN viruses,650121
dsDN viruses,2219222
dsDN viruses,2175117
dsDN viruses,2175118
dsDN viruses,2060084
dsDN viruses,1349409
dsDN viruses,1605721
dsDN viruses,2107707
dsDN viruses,2107708
dsDN viruses,2107709
dsDN viruses,1349410
dsDN viruses,2023203
dsDN viruses,1903266
dsDN viruses,1805626
dsDN viruses,1450746
ssDN viruses,2732410
ssDN viruses,2732411
ssDN viruses,2732094
ssDN viruses,10860
ssDN viruses,2732869
ssDN viruses,141904
ssDN viruses,2785247
ssDN viruses,2732871
ssDN viruses,2011077
ssDN viruses,292443
ssDN viruses,2732872
ssDN viruses,10862
ssDN viruses,2928691
ssDN viruses,1977139
ssDN viruses,1977140
ssDN viruses,223524
ssDN viruses,70203
ssDN viruses,867695
ssDN viruses,642111
ssDN viruses,181604
ssDN viruses,1977141
ssDN viruses,2734293
ssDN viruses,1852598
ssDN viruses,1977299
ssDN viruses,1505528
ssDN viruses,1977297
ssDN viruses,384359
ssDN viruses,1977298
ssDN viruses,520962
ssDN viruses,2053972
ssDN viruses,2732873
ssDN viruses,1977411
ssDN viruses,10868
ssDN viruses,10861
ssDN viruses,1977402
ssDN viruses,2847073
ssDN viruses,1977142
ssDN viruses,10869
ssDN viruses,1977304
ssDN viruses,10867
ssDN viruses,2732874
ssDN viruses,2011083
ssDN viruses,926543
ssDN viruses,2948871
ssDN viruses,2956327
ssDN viruses,247080
ssDN viruses,2732875
ssDN viruses,2011081
ssDN viruses,2732876
ssDN viruses,2011088
ssDN viruses,2011087
ssDN viruses,2732877
ssDN viruses,2011075
ssDN viruses,1497850
ssDN viruses,1685501
ssDN viruses,1150992
ssDN viruses,384360
ssDN viruses,1977143
ssDN viruses,1977307
ssDN viruses,1340745
ssDN viruses,1977306
ssDN viruses,83201
ssDN viruses,2732878
ssDN viruses,2011078
ssDN viruses,1346893
ssDN viruses,2732879
ssDN viruses,2011080
ssDN viruses,334856
ssDN viruses,2732880
ssDN viruses,2011079
ssDN viruses,1343494
ssDN viruses,2732881
ssDN viruses,2011082
ssDN viruses,10872
ssDN viruses,2732883
ssDN viruses,2011076
ssDN viruses,127507
ssDN viruses,127508
ssDN viruses,2732884
ssDN viruses,2011073
ssDN viruses,1105327
ssDN viruses,2732885
ssDN viruses,127509
ssDN viruses,127511
ssDN viruses,2732886
ssDN viruses,2560843
ssDN viruses,1852597
ssDN viruses,1979540
ssDN viruses,1449896
ssDN viruses,1449897
ssDN viruses,1074044
ssDN viruses,1460070
ssDN viruses,1354496
ssDN viruses,1352227
ssDN viruses,1027253
ssDN viruses,2608322
ssDN viruses,2842326
ssDN viruses,2732870
ssDN viruses,1977412
ssDN viruses,189836
ssDN viruses,2732882
ssDN viruses,2560804
ssDN viruses,1968339
ssDN viruses,2732098
ssDN viruses,10875
ssDN viruses,2170098
ssDN viruses,1977403
ssDN viruses,2732099
ssDN viruses,2011074
ssDN viruses,93224
ssDN viruses,1977144
ssDN viruses,1977408
ssDN viruses,185959
ssDN viruses,1977410
ssDN viruses,10854
ssDN viruses,455649
ssDN viruses,2732412
ssDN viruses,2732413
ssDN viruses,2732414
ssDN viruses,10841
ssDN viruses,1910951
ssDN viruses,1945584
ssDN viruses,338101
ssDN viruses,1945587
ssDN viruses,338102
ssDN viruses,1945588
ssDN viruses,338107
ssDN viruses,1945585
ssDN viruses,338106
ssDN viruses,1945586
ssDN viruses,338110
ssDN viruses,1945583
ssDN viruses,338103
ssDN viruses,1985284
ssDN viruses,10845
ssDN viruses,1945582
ssDN viruses,338105
ssDN viruses,1945589
ssDN viruses,10849
ssDN viruses,10848
ssDN viruses,2507234
ssDN viruses,489828
ssDN viruses,1910952
ssDN viruses,1986034
ssDN viruses,384642
ssDN viruses,10843
ssDN viruses,1910968
ssDN viruses,338108
ssDN viruses,1910969
ssDN viruses,511969
ssDN viruses,1910954
ssDN viruses,10847
ssDN viruses,2886930
ssDN viruses,10856
ssDN viruses,1986027
ssDN viruses,145579
ssDN viruses,40274
ssDN viruses,1986029
ssDN viruses,2932877
ssDN viruses,2003329
ssDN viruses,90963
ssDN viruses,2003327
ssDN viruses,2003328
ssDN viruses,105154
ssDN viruses,313629
ssDN viruses,2842667
ssDN viruses,2844152
ssDN viruses,2720215
ssDN viruses,10852
ssDN viruses,10855
ssDN viruses,1655646
ssDN viruses,1655649
ssDN viruses,1655650
ssDN viruses,1655656
ssDN viruses,1655659
ssDN viruses,1701404
ssDN viruses,1701405
ssDN viruses,1385658
ssDN viruses,2219133
ssDN viruses,2219134
ssDN viruses,2219135
ssDN viruses,2219136
ssDN viruses,2219137
ssDN viruses,2219138
ssDN viruses,2219139
ssDN viruses,1327969
ssDN viruses,1327987
ssDN viruses,1676181
ssDN viruses,1676182
ssDN viruses,1676183
ssDN viruses,1609634
ssDN viruses,2219217
ssDN viruses,2219141
ssDN viruses,1655647
ssDN viruses,1655648
ssDN viruses,1655651
ssDN viruses,1655652
ssDN viruses,1655653
ssDN viruses,1655654
ssDN viruses,1655657
ssDN viruses,1655658
ssDN viruses,1655660
ssDN viruses,1655661
ssDN viruses,1655662
ssDN viruses,1544364
ssDN viruses,913970
ssDN viruses,1655644
ssDN viruses,1655645
ssDN viruses,2732420
ssDN viruses,2732531
ssDN viruses,1285587
ssDN viruses,1285588
ssDN viruses,1285589
ssDN viruses,328668
ssDN viruses,530042
ssDN viruses,2732422
ssDN viruses,2732534
ssDN viruses,10780
ssDN viruses,10806
ssDN viruses,1979751
ssDN viruses,551224
ssDN viruses,1513188
ssDN viruses,12524
ssDN viruses,185636
ssDN viruses,185637
ssDN viruses,2733223
ssDN viruses,2748302
ssDN viruses,1979755
ssDN viruses,2748303
ssDN viruses,1642018
ssDN viruses,2733224
ssDN viruses,2746926
ssDN viruses,220638
ssDN viruses,136466
ssDN viruses,945962
ssDN viruses,2842645
ssDN viruses,2844823
ssDN viruses,1776153
ssDN viruses,2733225
ssDN viruses,2748964
ssDN viruses,2847998
ssDN viruses,1513201
ssDN viruses,1513202
ssDN viruses,797418
ssDN viruses,1513204
ssDN viruses,1513208
ssDN viruses,40122
ssDN viruses,1513210
ssDN viruses,46253
ssDN viruses,125788
ssDN viruses,1513211
ssDN viruses,180586
ssDN viruses,1217821
ssDN viruses,1513212
ssDN viruses,292208
ssDN viruses,1513213
ssDN viruses,1221208
ssDN viruses,1513214
ssDN viruses,1045778
ssDN viruses,1469956
ssDN viruses,2733226
ssDN viruses,2745133
ssDN viruses,1404345
ssDN viruses,2733227
ssDN viruses,2747534
ssDN viruses,97344
ssDN viruses,1513223
ssDN viruses,1513224
ssDN viruses,2733228
ssDN viruses,2746931
ssDN viruses,185638
ssDN viruses,2747211
ssDN viruses,37138
ssDN viruses,2733229
ssDN viruses,2745119
ssDN viruses,159153
ssDN viruses,2745120
ssDN viruses,1414671
ssDN viruses,2745121
ssDN viruses,185639
ssDN viruses,2094261
ssDN viruses,72003
ssDN viruses,1907771
ssDN viruses,2733230
ssDN viruses,2748961
ssDN viruses,1513196
ssDN viruses,487311
ssDN viruses,2747505
ssDN viruses,1513199
ssDN viruses,2733231
ssDN viruses,2734302
ssDN viruses,2316143
ssDN viruses,2734303
ssDN viruses,1885571
ssDN viruses,2734304
ssDN viruses,1820046
ssDN viruses,2733233
ssDN viruses,2734305
ssDN viruses,2662396
ssDN viruses,2733234
ssDN viruses,2747533
ssDN viruses,1513225
ssDN viruses,310911
ssDN viruses,1511862
ssDN viruses,28314
ssDN viruses,1511863
ssDN viruses,1093101
ssDN viruses,2169702
ssDN viruses,1513315
ssDN viruses,2169703
ssDN viruses,1961072
ssDN viruses,1908805
ssDN viruses,1511864
ssDN viruses,1511865
ssDN viruses,717641
ssDN viruses,740934
ssDN viruses,2734308
ssDN viruses,2079601
ssDN viruses,1507401
ssDN viruses,1511866
ssDN viruses,329639
ssDN viruses,1511867
ssDN viruses,1511885
ssDN viruses,1511868
ssDN viruses,1174530
ssDN viruses,2169767
ssDN viruses,1417756
ssDN viruses,2169768
ssDN viruses,2259807
ssDN viruses,2169769
ssDN viruses,2259808
ssDN viruses,2169770
ssDN viruses,1195367
ssDN viruses,2169771
ssDN viruses,2259810
ssDN viruses,2169772
ssDN viruses,2259811
ssDN viruses,2169773
ssDN viruses,1911554
ssDN viruses,2843941
ssDN viruses,2053082
ssDN viruses,2169774
ssDN viruses,1511869
ssDN viruses,1073959
ssDN viruses,1511870
ssDN viruses,1073961
ssDN viruses,1511871
ssDN viruses,864686
ssDN viruses,638313
ssDN viruses,1511872
ssDN viruses,1511882
ssDN viruses,1511883
ssDN viruses,2654204
ssDN viruses,2734309
ssDN viruses,1788315
ssDN viruses,2734310
ssDN viruses,2171381
ssDN viruses,1511873
ssDN viruses,10784
ssDN viruses,2839036
ssDN viruses,1511874
ssDN viruses,795694
ssDN viruses,1511875
ssDN viruses,912967
ssDN viruses,1511876
ssDN viruses,1511887
ssDN viruses,1511877
ssDN viruses,1084715
ssDN viruses,1084717
ssDN viruses,1864484
ssDN viruses,2734311
ssDN viruses,2014603
ssDN viruses,2734312
ssDN viruses,2014604
ssDN viruses,1329649
ssDN viruses,2017714
ssDN viruses,1165907
ssDN viruses,1133653
ssDN viruses,1131622
ssDN viruses,2053079
ssDN viruses,2053080
ssDN viruses,1911555
ssDN viruses,1511888
ssDN viruses,1511889
ssDN viruses,172296
ssDN viruses,1511890
ssDN viruses,707546
ssDN viruses,2734314
ssDN viruses,2555547
ssDN viruses,2734315
ssDN viruses,1472911
ssDN viruses,2734316
ssDN viruses,1917013
ssDN viruses,10803
ssDN viruses,1511891
ssDN viruses,10804
ssDN viruses,85106
ssDN viruses,46350
ssDN viruses,57579
ssDN viruses,202812
ssDN viruses,202813
ssDN viruses,1511892
ssDN viruses,256548
ssDN viruses,82300
ssDN viruses,1511895
ssDN viruses,37325
ssDN viruses,38251
ssDN viruses,1511894
ssDN viruses,219704
ssDN viruses,281492
ssDN viruses,1511897
ssDN viruses,727962
ssDN viruses,1511898
ssDN viruses,1073950
ssDN viruses,2734318
ssDN viruses,2171377
ssDN viruses,2734319
ssDN viruses,2171378
ssDN viruses,1511899
ssDN viruses,252602
ssDN viruses,2560780
ssDN viruses,1670662
ssDN viruses,272636
ssDN viruses,40121
ssDN viruses,2734320
ssDN viruses,1427158
ssDN viruses,1511900
ssDN viruses,10798
ssDN viruses,1511901
ssDN viruses,31598
ssDN viruses,1511902
ssDN viruses,119756
ssDN viruses,1511903
ssDN viruses,119755
ssDN viruses,1511904
ssDN viruses,56820
ssDN viruses,1511905
ssDN viruses,172297
ssDN viruses,72197
ssDN viruses,1506574
ssDN viruses,1511906
ssDN viruses,10788
ssDN viruses,2170147
ssDN viruses,1756191
ssDN viruses,2170148
ssDN viruses,1511907
ssDN viruses,2170149
ssDN viruses,1245561
ssDN viruses,2170150
ssDN viruses,1867125
ssDN viruses,1511908
ssDN viruses,10794
ssDN viruses,1511909
ssDN viruses,74581
ssDN viruses,2137545
ssDN viruses,1763507
ssDN viruses,1511910
ssDN viruses,10796
ssDN viruses,2170151
ssDN viruses,1755694
ssDN viruses,1126383
ssDN viruses,1241957
ssDN viruses,740933
ssDN viruses,1511911
ssDN viruses,1511912
ssDN viruses,1131483
ssDN viruses,1511913
ssDN viruses,1511919
ssDN viruses,1511914
ssDN viruses,494651
ssDN viruses,1511915
ssDN viruses,494652
ssDN viruses,1511916
ssDN viruses,754189
ssDN viruses,1511917
ssDN viruses,1096142
ssDN viruses,1908804
ssDN viruses,1131485
ssDN viruses,1391667
ssDN viruses,2079554
ssDN viruses,1341019
ssDN viruses,1208310
ssDN viruses,1926498
ssDN viruses,1882382
ssDN viruses,1519097
ssDN viruses,1581151
ssDN viruses,2732416
ssDN viruses,2732423
ssDN viruses,2732535
ssDN viruses,2169567
ssDN viruses,2169609
ssDN viruses,2169964
ssDN viruses,1941437
ssDN viruses,2169610
ssDN viruses,2170140
ssDN viruses,2170141
ssDN viruses,1382995
ssDN viruses,2170142
ssDN viruses,2170143
ssDN viruses,2170144
ssDN viruses,1379694
ssDN viruses,2170145
ssDN viruses,1941435
ssDN viruses,2170146
ssDN viruses,1941436
ssDN viruses,2732536
ssDN viruses,39724
ssDN viruses,39725
ssDN viruses,759938
ssDN viruses,1868218
ssDN viruses,2560339
ssDN viruses,1868219
ssDN viruses,1868220
ssDN viruses,1195373
ssDN viruses,2003309
ssDN viruses,1732201
ssDN viruses,2003310
ssDN viruses,2003311
ssDN viruses,2003312
ssDN viruses,2003313
ssDN viruses,2169823
ssDN viruses,77856
ssDN viruses,142661
ssDN viruses,1194757
ssDN viruses,1959759
ssDN viruses,743290
ssDN viruses,2734325
ssDN viruses,2294094
ssDN viruses,324685
ssDN viruses,232802
ssDN viruses,257468
ssDN viruses,1959744
ssDN viruses,1126411
ssDN viruses,400122
ssDN viruses,146032
ssDN viruses,400121
ssDN viruses,1959761
ssDN viruses,743300
ssDN viruses,1475143
ssDN viruses,2734326
ssDN viruses,2304514
ssDN viruses,2676049
ssDN viruses,1414603
ssDN viruses,126070
ssDN viruses,133704
ssDN viruses,85708
ssDN viruses,1868221
ssDN viruses,2686039
ssDN viruses,345250
ssDN viruses,2560708
ssDN viruses,2560709
ssDN viruses,2560710
ssDN viruses,2560711
ssDN viruses,2560712
ssDN viruses,2560713
ssDN viruses,2734327
ssDN viruses,2305270
ssDN viruses,349370
ssDN viruses,459957
ssDN viruses,2560805
ssDN viruses,1844928
ssDN viruses,2560806
ssDN viruses,1642515
ssDN viruses,1168547
ssDN viruses,1420600
ssDN viruses,1329650
ssDN viruses,1964372
ssDN viruses,1380894
ssDN viruses,2249941
ssDN viruses,2016456
ssDN viruses,2016457
ssDN viruses,2016458
ssDN viruses,2016459
ssDN viruses,1525173
ssDN viruses,1173709
ssDN viruses,1959842
ssDN viruses,1959843
ssDN viruses,1959844
ssDN viruses,1959845
ssDN viruses,1419711
ssDN viruses,720569
ssDN viruses,1506546
ssDN viruses,742914
ssDN viruses,2734328
ssDN viruses,2293273
ssDN viruses,1987735
ssDN viruses,1572239
ssDN viruses,1987736
ssDN viruses,1987737
ssDN viruses,1572237
ssDN viruses,1987738
ssDN viruses,1987739
ssDN viruses,1795983
ssDN viruses,1987740
ssDN viruses,1795984
ssDN viruses,1987741
ssDN viruses,1795985
ssDN viruses,2050928
ssDN viruses,795381
ssDN viruses,2050585
ssDN viruses,2050586
ssDN viruses,2050587
ssDN viruses,2050925
ssDN viruses,942035
ssDN viruses,1987731
ssDN viruses,1987732
ssDN viruses,1987733
ssDN viruses,1987734
ssDN viruses,2050927
ssDN viruses,942032
ssDN viruses,2050596
ssDN viruses,942037
ssDN viruses,942036
ssDN viruses,2109365
ssDN viruses,2051672
ssDN viruses,742920
ssDN viruses,2050038
ssDN viruses,1234879
ssDN viruses,1234880
ssDN viruses,1234881
ssDN viruses,1234882
ssDN viruses,1234883
ssDN viruses,1574360
ssDN viruses,1574361
ssDN viruses,1574362
ssDN viruses,2006585
ssDN viruses,1987742
ssDN viruses,1530454
ssDN viruses,2050926
ssDN viruses,942034
ssDN viruses,1987743
ssDN viruses,1673638
ssDN viruses,2038728
ssDN viruses,1987745
ssDN viruses,1520935
ssDN viruses,2169855
ssDN viruses,1755290
ssDN viruses,2038719
ssDN viruses,742918
ssDN viruses,2038720
ssDN viruses,742915
ssDN viruses,2038721
ssDN viruses,742917
ssDN viruses,2038722
ssDN viruses,742924
ssDN viruses,2038723
ssDN viruses,742916
ssDN viruses,2038724
ssDN viruses,742922
ssDN viruses,2038725
ssDN viruses,742923
ssDN viruses,2038726
ssDN viruses,1348500
ssDN viruses,2038727
ssDN viruses,1345637
ssDN viruses,2169856
ssDN viruses,2560714
ssDN viruses,2560715
ssDN viruses,2734329
ssDN viruses,2293301
ssDN viruses,1987744
ssDN viruses,1592764
ssDN viruses,942033
ssDN viruses,1506568
ssDN viruses,2152567
ssDN viruses,1379692
ssDN viruses,1379714
ssDN viruses,1379715
ssDN viruses,1379717
ssDN viruses,1379718
ssDN viruses,1379719
ssDN viruses,1379720
ssDN viruses,1379721
ssDN viruses,1379708
ssDN viruses,1379723
ssDN viruses,1379695
ssDN viruses,1379725
ssDN viruses,1379707
ssDN viruses,1379710
ssDN viruses,1379711
ssDN viruses,1379712
ssDN viruses,1379713
ssDN viruses,1576597
ssDN viruses,1379709
ssDN viruses,1576598
ssDN viruses,1379722
ssDN viruses,1692242
ssDN viruses,1634476
ssDN viruses,1692243
ssDN viruses,1618232
ssDN viruses,1618233
ssDN viruses,1618234
ssDN viruses,1618235
ssDN viruses,1618236
ssDN viruses,1618237
ssDN viruses,1618238
ssDN viruses,1618239
ssDN viruses,1618240
ssDN viruses,1618242
ssDN viruses,1618243
ssDN viruses,1618244
ssDN viruses,1618245
ssDN viruses,1618246
ssDN viruses,1618247
ssDN viruses,1618248
ssDN viruses,1618249
ssDN viruses,1618250
ssDN viruses,1618251
ssDN viruses,1618252
ssDN viruses,1618253
ssDN viruses,1618254
ssDN viruses,1618255
ssDN viruses,1618256
ssDN viruses,1618257
ssDN viruses,1618258
ssDN viruses,1618259
ssDN viruses,1618260
ssDN viruses,1692244
ssDN viruses,1692245
ssDN viruses,1692246
ssDN viruses,1676184
ssDN viruses,1548712
ssDN viruses,1788437
ssDN viruses,1788438
ssDN viruses,1788439
ssDN viruses,1788440
ssDN viruses,1788441
ssDN viruses,1788442
ssDN viruses,1788443
ssDN viruses,1788444
ssDN viruses,1788445
ssDN viruses,1788446
ssDN viruses,1788447
ssDN viruses,1788448
ssDN viruses,1788449
ssDN viruses,1788450
ssDN viruses,1788451
ssDN viruses,1788452
ssDN viruses,1788454
ssDN viruses,1788455
ssDN viruses,1692247
ssDN viruses,1574422
ssDN viruses,2480191
ssDN viruses,2480193
ssDN viruses,2480195
ssDN viruses,2480197
ssDN viruses,2480198
ssDN viruses,1692248
ssDN viruses,1692249
ssDN viruses,1353241
ssDN viruses,1692250
ssDN viruses,2006642
ssDN viruses,1692251
ssDN viruses,1692252
ssDN viruses,2017081
ssDN viruses,2017082
ssDN viruses,2017083
ssDN viruses,1692253
ssDN viruses,1692254
ssDN viruses,1692255
ssDN viruses,1128073
ssDN viruses,1611039
ssDN viruses,1692256
ssDN viruses,1692257
ssDN viruses,1692258
ssDN viruses,1692259
ssDN viruses,1692260
ssDN viruses,1692261
ssDN viruses,2057942
ssDN viruses,1105385
ssDN viruses,1105386
ssDN viruses,1454552
ssDN viruses,1105383
ssDN viruses,1475062
ssDN viruses,1475063
ssDN viruses,2017724
ssDN viruses,1692262
ssDN viruses,1692263
ssDN viruses,2732537
ssDN viruses,2169574
ssDN viruses,2842561
ssDN viruses,2843865
ssDN viruses,1843749
ssDN viruses,2842565
ssDN viruses,2843869
ssDN viruses,1843754
ssDN viruses,2169575
ssDN viruses,2843877
ssDN viruses,1127491
ssDN viruses,2843878
ssDN viruses,1843751
ssDN viruses,2169777
ssDN viruses,1592122
ssDN viruses,2169659
ssDN viruses,2844020
ssDN viruses,1843752
ssDN viruses,2169660
ssDN viruses,2169874
ssDN viruses,1592125
ssDN viruses,2169661
ssDN viruses,2169876
ssDN viruses,2169877
ssDN viruses,2844098
ssDN viruses,1843753
ssDN viruses,2169662
ssDN viruses,2169932
ssDN viruses,2169933
ssDN viruses,2169934
ssDN viruses,2169935
ssDN viruses,2169936
ssDN viruses,1932006
ssDN viruses,1595998
ssDN viruses,2169663
ssDN viruses,2170105
ssDN viruses,2170106
ssDN viruses,2170107
ssDN viruses,2170108
ssDN viruses,2170109
ssDN viruses,2170110
ssDN viruses,2170111
ssDN viruses,2170112
ssDN viruses,2170114
ssDN viruses,2170115
ssDN viruses,2170117
ssDN viruses,2170119
ssDN viruses,2170120
ssDN viruses,2170121
ssDN viruses,2170122
ssDN viruses,2170123
ssDN viruses,2170124
ssDN viruses,2170125
ssDN viruses,2845874
ssDN viruses,2219142
ssDN viruses,2845877
ssDN viruses,1843750
ssDN viruses,2845878
ssDN viruses,2077298
ssDN viruses,2845893
ssDN viruses,2293284
ssDN viruses,2845897
ssDN viruses,1820158
ssDN viruses,2845899
ssDN viruses,1820159
ssDN viruses,2845924
ssDN viruses,1328031
ssDN viruses,2845933
ssDN viruses,1843756
ssDN viruses,2845934
ssDN viruses,1843757
ssDN viruses,2845935
ssDN viruses,1843758
ssDN viruses,2170126
ssDN viruses,2170130
ssDN viruses,1488557
ssDN viruses,1843773
ssDN viruses,1114942
ssDN viruses,2732538
ssDN viruses,251095
ssDN viruses,251096
ssDN viruses,438782
ssDN viruses,12585
ssDN viruses,262588
ssDN viruses,104766
ssDN viruses,2038729
ssDN viruses,2056780
ssDN viruses,283824
ssDN viruses,59817
ssDN viruses,1137801
ssDN viruses,67585
ssDN viruses,2558055
ssDN viruses,753670
ssDN viruses,1436892
ssDN viruses,1980160
ssDN viruses,36772
ssDN viruses,2732547
ssDN viruses,2732652
ssDN viruses,2732653
