ko,name
"K24038","DOK7"
"K24924","RAPSN"
"K00820","GFPT1"
"K07441","ALG14"
"K18211","SNAP25"
"K16617","COL13A1"
"K14387","SLC5A7"
"K14636","SLC18A3"
"K22582","PREPL"
"K15100","SLC25A1"
"K10360","MYO9A"
"K08510","VAMP1"
"K23219","MBD5"
"K06809","CDH15"
"K25874","KIRREL3"
"K17631","SYNGAP1"
"K08825","DYRK1A"
"K05208","GRIN1"
"K04867","CACNG2"
"K23961","EPB41L1"
"K11648","SMARCB1"
"K11647","SMARCA4"
"K23290","PACS1"
"K23194","GATAD2B"
"K04454","MEF2C"
"K23195","CTCF"
"K23196","ZBTB18"
"K23216","SETD5"
"K23041","DEAF1"
"K22592","AHDC1"
"K23214","AUTS2"
"K09268","SOX11"
"K23217","SETBP1"
"K23218","ZMYND11"
"K21772","PURA"
"K11305","KAT6A"
"K08283","COL4A3BP"
"K11584","PPP2R5D"
"K23193","MYT1L"
"K22593","CHAMP1"
"K04536","GNB1"
"K09239","HIVEP2"
"K08810","TRIO"
"K20225","CIC"
"K04930","KCNQ5"
"K04392","RAC1"
"K10590","TRIP12"
"K20792","NAA15"
"K11429","KMT5B"
"K06101","ASH1L"
"K04646","CLTC"
"K08864","TLK2"
"K11290","SET"
"K11826","AP2M1"
"K11828","DLG4"
"K06709","KDM4B"
"K09379","ZFHX2"
"K23971","FRMD7"
"K05125","DDR2"
"K21878","USH1G"
"K18263","GPR98"
"K12381","ARSG"
"K00478","HR"
"K07602","DSC3"
"K04955","HCN2"
"K08782","CPA6"
"K07599","DSG4"
"K25812","APCDD1"
"K11097","SNRPE"
"K02889","RPL21"
"K01852","LSS"
"K08129","NYX"
"K04608","GRM6"
"K04976","TRPM1"
"K13749","SLC24A1"
"K22961","GPR179"
"K24491","LRIT3"
"K07825","GNB3"
"K04631","GNAT1"
"K00909","GRK1"
"K09335","VSX1"
"K11599","POMP"
"K22611","SART3"
"K18270","RAB3GAP1"
"K19937","RAB3GAP2"
"K07910","RAB18"
"K20372","TBC1D20"
"K23093","USB1"
"K07434","CYP19A1"
"K24377","ZNF750"
"K20731","TTR"
"K08509","SNAP29"
"K23605","SMAD3"
"K12313","ACTA2"
"K07376","PRKG1"
"K25410","MFAP5"
"K00277","LOX"
"K23377","THSD4"
"K21392","AEBP1"
"K05006","KCNJ13"
"K06793","VCAN"
"K06823","COL18A1"
"K04928","KCNQ3"
"K04806","CHRNA4"
"K04813","CHRNB2"
"K04804","CHRNA2"
"K04855","CACNA1H"
"K05184","GABRD"
"K05011","CLCN2"
"K08533","RORB"
"K04936","KCNMA1"
"K25428","LGI1"
"K05244","GAL"
"K04511","PRICKLE1"
"K14165","EPM2A"
"K10602","NHLRC1"
"K12384","SCARB2"
"K08496","GOSR2"
"K04887","KCNC1"
"K04710","CERS1"
"K20797","PRDM8"
"K06842","SEMA6B"
"K12557","MYBPC1"
"K12758","MYLPF"
"K12043","TNNI2"
"K12046","TNNT3"
"K24220","MYH3"
"K09610","ECEL1"
"K19016","IMPG1"
"K15014","SLC29A3"
"K14427","SLC12A6"
"K04953","CNGB3"
"K08900","BCS1L"
"K17341","HMCN1"
"K23815","CFHR1"
"K08784","HTRA1"
"K25179","ARMS2"
"K10160","TLR4"
"K13899","CST3"
"K04192","CX3CR1"
"K06584","ITGA8"
"K19970","NT5E"
"K18262","EFEMP1"
"K00061","RDH5"
"K07427","CYP4V2"
"K08601","CYLD1"
"K09399","FOXF1"
"K22990","TOR1A"
"K23846","HPCA"
"K23203","THAP1"
"K23864","PNKD"
"K23897","PRRT2"
"K24540","PRKRA"
"K04849","CACNA1B"
"K19498","ANO3"
"K04633","GNAL"
"K21914","KCTD17"
"K14959","KMT2B"
"K07512","MECR"
"K20180","VPS16"
"K09606","AOPEP"
"K16195","EIF2AK2"
"K04943","KCNN2"
"K09680","PANK2"
"K13625","FTL"
"K22991","WDR45"
"K02318","COASY"
"K20068","REPS1"
"K00624","CRAT"
"K00542","GAMT"
"K00139","ALDH5A1"
"K19655","SPATA7"
"K17767","AIPL1"
"K24828","LCA5"
"K06210","NMNAT1"
"K25404","RD3"
"K11153","RDH12"
"K00678","LRAT"
"K11844","USP45"
"K24185","KIF21A"
"K24356","COL25A1"
"K06088","OCLN"
"K11846","USP18"
"K11221","STAT2"
"K14620","RFT2"
"K17259","CIB1"
"K07873","RHOH"
"K05431","IL7"
"K05334","SLC6A19"
"K01537","ATP2C1"
"K08757","APOA1"
"K13915","LYZ"
"K08055","B2M"
"K00572","WNT7A"
"K10863","APTX"
"K21290","PIK3R5"
"K05041","SLC6A8"
"K00613","GATM"
"K09322","MEOX1"
"K22672","GDF3"
"K10362","MYO18B"
"K23882","CISD2"
"K09544","HSPB3"
"K10313","FBXO38"
"K01867","WARS1"
"K09508","DNAJB2"
"K15225","TTF1"
"K25832","SLITRK1"
"K01590","HDC"
"K09995","NKX3-2"
"K18723","GLE1"
"K00889","PIP5K1C"
"K07379","CNTNAP1"
"K08046","ADCY6"
"K08463","ADGRG6"
"K20878","NEK9"
"K16364","GLDN"
"K24575","MPLKIP"
"K13127","RNF113A"
"K03137","GTF2E2"
"K01868","TARS1"
"K21951","HOXA11"
"K03239","EIF2B1"
"K03754","EIF2B2"
"K03241","EIF2B3"
"K03680","EIF2B4"
"K03240","EIF2B5"
"K01876","DARS2"
"K10182","TBX15"
"K20070","MLC1"
"K23116","HEPACAM"
"K10858","PMS2"
"K11703","COLGALT1"
"K01166","RNASET2"
"K04467","CHUK"
"K23867","ECM1"
"K06233","LRP2"
"K13365","NHERF1"
"K15162","MED12"
"K19528","SYCP3"
"K02355","GFM1"
"K02959","MRPS16"
"K02357","TSFM"
"K02358","TUFM"
"K04727","AIFM1"
"K02906","MRPL3"
"K03495","MTO1"
"K23499","RMND1"
"K01885","EARS2"
"K17425","MRPL44"
"K00784","ELAC2"
"K23502","SFXN4"
"K22069","LYRM4"
"K01873","VARS2"
"K02132","ATP5A1"
"K03650","GTPBP3"
"K15429","TRMT5"
"K01883","CARS2"
"K15111","SLC25A26"
"K03671","TXN2"
"K17654","TRMT10C"
"K01410","MIPEP"
"K17412","MRPS34"
"K15414","C1QBP"
"K02992","MRPS7"
"K00791","TRIT1"
"K02967","MRPS2"
"K24624","MICOS13"
"K02954","MRPS14"
"K02433","QRSL1"
"K02434","GATB"
"K02435","GATC"
"K17790","TIMM22"
"K18190","FASTKD2"
"K02935","MRPL12"
"K17402","MRPS23"
"K17407","MRPS28"
"K21969","NSUN3"
"K23507","MIEF2"
"K17404","MRPS25"
"K17659","PTCD3"
"K04487","NFS1"
"K06103","CASK"
"K11101","PTCH2"
"K07206","TSC1"
"K07207","TSC2"
"K08816","VRK1"
"K03681","EXOSC3"
"K12586","EXOSC8"
"K03678","EXOSC9"
"K07573","EXOSC1"
"K15326","TSEN54"
"K15322","TSEN2"
"K15323","TSEN34"
"K03341","SEPSECS"
"K20299","VPS53"
"K15324","TSEN15"
"K16882","PCLO"
"K13202","TOE1"
"K12197","CHMP1A"
"K14399","CLP1"
"K22555","TBC1D23"
"K20296","VPS51"
"K12733","PPIL1"
"K12816","CDC40"
"K06173","PUS1"
"K22068","ISCU"
"K13867","SLC7A7"
"K24430","ADAMTSL2"
"K14210","SLC3A1"
"K13868","SLC7A9"
"K09409","FOXP2"
"K09356","PITX1"
"K14209","SLC36A2"
"K23687","RIN2"
"K11420","EHMT1"
"K09188","KMT2C"
"K23560","ZEB2"
"K10186","TBX22"
"K05452","GDNF"
"K01415","ECE1"
"K05612","SLC1A1"
"K03158","TNFRSF1A"
"K11273","DDX11"
"K09353","LBX1"
"K09067","ASCL1"
"K19531","CDAN1"
"K24865","C15orf41"
"K14006","SEC23B"
"K09204","KLF1"
"K08147","SLC2A10"
"K02263","COX4I2"
"K01915","GLUL"
"K10980","NHEJ1"
"K08683","HSD17B10"
"K07953","SAR1B"
"K09295","HOXD10"
"K11224","STAT5B"
"K23417","SPINK1"
"K01311","CTRC"
"K01363","CTSB"
"K01312","PRSS1"
"K24481","CRLF1"
"K05421","CLCF1"
"K23845","KBP"
"K01323","F11"
"K19526","COH1"
"K01328","F12"
"K13094","RBM10"
"K03691","POFUT1"
"K03917","F13A1"
"K03906","F13B"
"K08208","SLC22A12"
"K08146","SLC2A9"
"K00181","PORCN"
"K23281","VPS33B"
"K23287","VIPAR"
"K19519","TGFBI"
"K17288","TACSTD2"
"K09671","CHST6"
"K00921","PIP5K3"
"K04660","DCN"
"K00810","UBIAD1"
"K23455","COL8A2"
"K13862","SLC4A11"
"K09299","ZEB1"
"K23436","AGBL1"
"K09216","OVOL2"
"K20779","RNF168"
"K00569","TPMT"
"K00602","ATIC"
"K07296","ADIPOQ"
"K21958","FAM20C"
"K04950","CNGA3"
"K09054","ATF6"
"K08828","ICK"
"K13765","RGS9"
"K25405","RGS9BP"
"K04251","OPN1LW"
"K04252","OPN1SW"
"K22040","TRPS1"
"K25138","ANKRD26"
"K17698","FYB1"
"K08738","CYCS"
"K05704","SRC"
"K09182","GATA1"
"K25640","MPIG6B"
"K04510","VANGL1"
"K00473","PLOD"
"K24455","TTPA"
"K15118","SLC25A38"
"K07390","GLRX5"
"K04043","HSPA9"
"K04082","HSCB"
"K05662","ABCB7"
"K03983","SERPINF2"
"K05653","TAP1"
"K05654","TAP2"
"K08058","TAPBP"
"K08062","RFXANK"
"K08061","RFX5"
"K08063","RFXAP"
"K04818","CHRNG"
"K14318","NUP88"
"K01316","TMPRSS15"
"K17780","TIMM8A"
"K15108","SLC25A19"
"K16481","PCNT"
"K06640","ATR"
"K20773","RBBP8"
"K16763","CEP63"
"K16476","NIN"
"K10742","DNA2"
"K11985","TRAIP"
"K22756","NSMCE2"
"K05357","VKORC1"
"K03370","ST3GAL5"
"K06125","COQ2"
"K12504","PDSS1"
"K12505","PDSS2"
"K08869","COQ8A"
"K18587","COQ9"
"K06126","COQ6"
"K18586","COQ4"
"K06134","COQ7"
"K06127","COQ5"
"K00315","DMGDH"
"K18419","DGCR8"
"K13118","ESS2"
"K00503","DBH"
"K01315","PLG"
"K05465","ANGPT1"
"K03898","KNG1"
"K22125","MYOF"
"K09679","HS3ST6"
"K06517","CD96"
"K10184","TBX19"
"K09349","HMX1"
"K00742","GCNT2"
"K16302","CNNM4"
"K14342","SLC10A2"
"K14361","SLC51B"
"K18025","PTPN14"
"K23445","CASQ2"
"K24219","TECRL"
"K23449","TRDN"
"K17065","DNM1L"
"K18157","TMEM126A"
"K01681","ACO2"
"K23164","RTN4IP1"
"K08955","YME1L1"
"K03111","SSBP1"
"K00164","OGDH"
"K04673","BMPR1A"
"K10773","NTHL1"
"K09336","VSX2"
"K09332","RAX"
"K24359","MFRP"
"K23440","PRSS56"
"K07249","ALDH1A3"
"K23088","STRA6"
"K24473","TENM3"
"K18271","RBP4"
"K01755","ASL"
"K08123","KERA"
"K05035","SLC6A2"
"K11067","NAGS"
"K08451","ADGRG2"
"K17606","IGBP1"
"K08220","FLVCR1"
"K06754","ROBO2"
"K04495","SOX17"
"K18450","ATCAY"
"K03857","PIGA"
"K05292","PIGT"
"K03331","DCXR"
"K13675","B3GALTL"
"K00626","ACAT1"
"K01324","KLKB1"
"K00058","PHGDH"
"K00831","PSAT1"
"K10788","EPX"
"K24145","BHLHA9"
"K12406","PKLR"
"K22808","KANK1"
"K18622","ADD3"
"K23555","LMF1"
"K08423","GPR101"
"K11839","USP8"
"K07843","RASD1"
"K03984","SERPINA1"
"K03982","PAI1"
"K12794","CARD9"
"K10074","CLEC7A"
"K05164","IL17RA"
"K05494","IL17F"
"K21124","TRAF3IP2"
"K05166","IL17RC"
"K13937","H6PD"
"K15680","HSD11B1"
"K08271","STRADA"
"K14410","ACP2"
"K16687","YAP1"
"K13704","ABHD12"
"K23460","CHM"
"K15728","LPIN2"
"K14213","PEPD"
"K01027","OXCT1"
"K05643","ABCA3"
"K05066","CSF2RA"
"K04738","CSF2RB"
"K01641","HMGCS2"
"K00275","PNPO"
"K14382","SLC5A2"
"K05284","PIGM"
"K24212","C1QTNF5"
"K16938","SEPT9"
"K10867","NBN"
"K01807","RPIA"
"K01292","CPN1"
"K07419","CYP2R1"
"K17689","CYP3A4"
"K14736","TF"
"K14677","ACY1"
"K23964","FAM58A"
"K09357","PITX3"
"K07410","CYP1B1"
"K19511","PXDN"
"K09317","EMX2"
"K01593","DDC"
"K19500","ANO6"
"K04525","SERPINA6"
"K17592","SACS"
"K17721","CYP2C19"
"K17712","CYP2D6"
"K14078","SLC26A3"
"K23421","SPINT2"
"K08028","NEUROG3"
"K06737","EPCAM"
"K12320","GUCY2C"
"K11155","DGAT1"
"K12040","SLC9A3"
"K00182","WNT2B"
"K17309","PLVAP"
"K14306","NUP62"
"K09448","TEAD1"
"K09407","FOXN1"
"K01435","BTD"
"K14610","SLC19A2"
"K18264","ITM2B"
"K19539","SECISBP2"
"K01562","DIO1"
"K09653","COSMC"
"K00616","TALDO1"
"K14619","TCN2"
"K10166","TBX21"
"K04259","PTGER2"
"K13646","PLOD3"
"K14756","KL"
"K23949","SAMD9"
"K18222","ARSL"
"K01824","EBP"
"K12866","WBP11"
"K21398","NRAMP2"
"K10142","STEAP3"
"K00287","DHFR"
"K07514","EHHADH"
"K16835","CETP"
"K08759","APOC3"
"K23755","SCO2"
"K02259","COX15"
"K18178","COA5"
"K18179","COA6"
"K07617","GJA8"
"K23483","CRYGC"
"K23482","CRYBB2"
"K09417","HSF4"
"K05103","EPHA2"
"K09541","CRYAA"
"K10379","BFSP2"
"K07612","GJA3"
"K09863","MIP"
"K21954","FYCO1"
"K24190","LIM2"
"K07606","VIM"
"K12194","CHMP4B"
"K10378","BFSP1"
"K18405","TDRD7"
"K24144","NHS"
"K17703","SIPA1L3"
"K24080","LEMD2"
"K11810","SLC16A12"
"K20705","DNMBP"
"K24265","PANK4"
"K20053","VLDLR"
"K17601","WDR81"
"K01672","CA8"
"K14802","ATP8A2"
"K17683","CYP2A6"
"K17719","CYP2C9"
"K24553","DPY19L2"
"K09365","POU3F4"
"K24209","SMPX"
"K04981","TRPM6"
"K01538","FXYD2"
"K23412","SERPINI1"
"K10645","MIB1"
"K05057","OSMR"
"K22630","IL31RA"
"K20732","GPNMB"
"K20398","MAPBPIP"
"K10402","KIF20A"
"K15732","CTDP1"
"K00235","SDHB"
"K23389","KLLN"
"K18204","D2HGDH"
"K05658","ABCB1"
"K12801","CARD8"
"K23441","MST1"
"K05632","ITCH"
"K05236","COPA"
"K05970","SIAE"
"K01712","UROC1"
"K00485","FMO3"
"K04298","P2RY12"
"K06264","GP6"
"K04264","TBXA2R"
"K12361","RASGRP2"
"K04345","PRKACG"
"K24445","SLFN14"
"K05111","EPHB2"
"K06481","ITGA2"
"K00387","SUOX"
"K15009","SHANK3"
"K16824","FCGR2C"
"K14085","ALDH7A1"
"K08179","SLC16A1"
"K17725","ETHE1"
"K14613","SLC46A1"
"K14994","SLC38A8"
"K13524","ABAT"
"K10453","GAN"
"K11804","DCAF8"
"K05717","FN1"
"K14158","SLC5A1"
"K13990","FTCD"
"K16472","HYLS1"
"K00515","BCMO1"
"K00261","GLUD1"
"K15101","SLC25A15"
"K22288","ANGPTL3"
"K09071","HAND1"
"K14615","GIF"
"K14616","CUBN"
"K18259","AMN"
"K09637","TMPRSS6"
"K11538","ACAD8"
"K00109","L2HGDH"
"K00227","SC5DL"
"K19529","SYCP2"
"K14705","SLC26A8"
"K11480","AURKC"
"K16889","CATSPER1"
"K10448","KLHL10"
"K18741","NANOS1"
"K03129","TAF4B"
"K24081","ZMYND15"
"K21876","SUN5"
"K05861","PLCZ1"
"K24223","CFAP43"
"K24224","CFAP44"
"K11724","BRDT"
"K22420","MEIOB"
"K17540","TEX14"
"K24227","CFAP69"
"K25680","TEX15"
"K25632","TSGA10"
"K23418","SPINK2"
"K18408","TDRD9"
"K23223","PMFBP1"
"K24228","CFAP251"
"K24298","QRICH2"
"K11583","PPP2R3C"
"K24178","TTC21A"
"K24123","ARMC2"
"K24226","CFAP65"
"K24932","CFAP70"
"K24937","TTC29"
"K25615","SPEF2"
"K16767","CEP112"
"K25554","CFAP58"
"K25461","CFAP91"
"K25788","CATIP"
"K25533","SPAG17"
"K25750","TERB2"
"K25749","TERB1"
"K25662","RNF212"
"K10318","FBXO43"
"K25752","ZPBP"
"K25770","ZSWIM7"
"K24574","TEX11"
"K25552","CFAP47"
"K01578","MLYCD"
"K14001","SIL1"
"K09302","HOXA2"
"K10412","DNAL4"
"K06843","NTN1"
"K06637","BUB1B"
"K16762","CEP57"
"K22399","TRIP13"
"K10608","TRIM37"
"K05246","HCRT"
"K17270","MOG"
"K13649","FOLR1"
"K16816","PNPLA2"
"K10067","SFTPA1"
"K13908","MUC5B"
"K06785","JAM3"
"K24908","DIP2B"
"K02376","FZD6"
"K05857","PLCD1"
"K16272","RNF135"
"K10069","CLEC1A"
"K10866","RAD50"
"K14228","TRNL1"
"K14223","TRNQ"
"K14226","TRNH"
"K14229","TRNK"
"K14222","TRNC"
"K14233","TRNS1"
"K14231","TRNF"
"K14237","TRNV"
"K14235","TRNW"
"K15102","SLC25A3"
"K05605","HIBCH"
"K18060","MTPAP"
"K09350","NKX6-2"
"K17610","CHP1"
"K02257","COX10"
"K18189","TACO1"
"K17964","LRPPRC"
"K02125","MT-ATP8"
"K14227","TRNI"
"K14232","TRNP"
"K22628","IL-16"
"K04731","IL4"
"K12499","RANTES"
"K08727","NOD1"
"K10161","TLR-9"
"K05482","IL-18"
"K05140","IL-28RA"
"K04193","CCXCR1"
"K04176","CCR1"
"K04177","CCR2"
"K04178","CCR3"
"K14856","SDAD1"
"K05416","CXCL9"
"K12671","CXCL10"
"K12672","CXCL11"
"K21096","Eotaxin-3"
"K05436","TSLP"
"K01869","LARS"
"K20473","NBAS"
"K20474","RINT1"
"K21027","TRMU"
"K07152","SCO1"
"K02267","COX6B1"
"K18181","COX14"
"K18184","COX20"
"K18186","PET100"
"K18175","COA3"
"K02273","COX8A"
"K23506","COA8"
"K18188","PET117"
"K02264","COX5A"
"K03948","NDUFA4"
"K18182","COX16"
"K02261","COX2"
"K07556","ATPAF2"
"K17966","TMEM70"
"K02135","ATP5E"
"K02134","ATP5F1D"
"K18194","ATP5MD"
"K07436","CYP24A1"
"K12798","NLRP1"
"K09397","FOXD3"
"K00254","DHODH"
"K12831","SF3B4"
"K02999","POLR1A"
"K19521","RFX6"
"K08547","NR2F1"
"K19572","CECR1"
"K01953","ASNS"
"K05081","PRLR"
"K10776","LIG3"
"K04984","TRPA1"
"K04842","SCN10A"
"K16507","DCHS1"
"K16669","FAT4"
"K03469","RNASEH1"
"K03165","TOP3A"
"K22754","RNF213"
"K12318","GUCY1A3"
"K11651","SMARCE1"
"K13196","DPF2"
"K11649","SMARCC2"
"K23581","SOX4"
"K11650","SMARCD1"
"K25612","BICRA"
"K23878","AAGAB"
"K08133","COL14A1"
"K18758","DIS3L2"
"K20646","ARHGAP31"
"K06053","RBPJ"
"K18134","EOGT"
"K22499","ARMC5"
"K04007","CD46,"
"K02998","RPSA"
"K05743","LIMK1"
"K10422","CLIP2"
"K10755","RFC2"
"K25605","BCL7B"
"K03121","GTF2I"
"K24086","EIF4H"
"K23325","TBL2"
"K09113","MLXIPL"
"K09572","FKBP6"
"K11658","BAZ1B"
"K19374","DNAJC30"
"K02842","FZD9"
"K04560","STX1A"
"K08694","SPDYE1"
"K15264","NSUN5"
"K13703","ABHD11"
"K12024","TRIM50"
"K19306","WBSCR22"
"K23495","WBSCR17"
"K24419","WBSCR27"
"K04355","BDNF"
"K04157","HTR2A"
"K05037","SLC6A4"
"K04147","DRD4"
"K05448","VEGFA"
"K04564","SOD2"
"K01045","PON1"
"K09028","JUNB"
"K23919","Nav3"
"K11253","H3F3A"
"K05064","IL12RB2"
"K06789","CLMP"
"K24309","TET2"
"K11471","ASXL1"
"K12828","SF3B1"
"K12891","SRSF2"
"K12836","U2AF1"
"K24273","ZRSR2"
"K05098","VEGFR2"
"K02955","RPS14"
"K05285","PIGN"
"K03434","PIGL"
"K07542","PIGV"
"K05288","PIGO"
"K23552","PGAP2"
"K23553","PGAP3"
"K05283","PIGW"
"K11001","PIGY"
"K05289","GPAA1"
"K03858","PIGH"
"K05293","PIGU"
"K05290","PIGK"
"K09866","AQP4"
"K11859","TNFAIP3"
"K23829","TNIP1"
"K05469","TNFSF4"
"K04519","IL-1B"
"K04386","IL-1R1"
"K04181","CCR6"
"K00734","B3GALT6"
"K10403","KIF22"
"K19985","EXOC6B"
"K13499","CHSY1"
"K10158","B3GAT3"
"K09420","MYB-NF1B"
"K08268","HIF1A"
"K00236","SDHC"
"K25206","TMEM127"
"K04453","MAX"
"K10127","MDM4"
"K06803","CDH11"
"K05209","GRIN2A"
"K19475","WIPF1"
"K13242","NOS3"
"K05681","ABCG2"
"K12300","SLC17A3"
"K00102","LDHD"
"K17901","RCAN1"
"K10646","TRAF7"
"K17846","KLF4"
"K22543","MN1"
"K05401","TLR3"
"K10031","CXCL12"
"K05408","CCL3"
"K04175","CXCR1"
"K07980","KIR3DL1"
"K00949","TPK1"
"K23343","CCDC22"
"K25731","VPS35L"
"K07529","DPYSL5"
"K15185","AFF4"
"K18438","PDE10A"
"K12646","DDX58"
"K09580","P4HB"
"K14007","SEC24D"
"K04904","KCNH1"
"K04944","KCNN3"
"K14640","SLC20A2"
"K24195","XPR1"
"K24727","MYORG"
"K06735","JAM2"
"K14379","ACP5"
"K04146","DRD3"
"K24466","NOTCH2NLC"
"K10436","MAPRE2"
"K01556","KYNU"
"K23353","PDLIM4"
"K04576","CALCR"
"K04309","LGR4"
"K17336","PLS3"
"K09533","DNAJC13"
"K04851","CACNA1D"
"K08057","CALR"
"K13951","ADH1B"
"K04215","OPRM1"
"K04145","DRD2"
"K08474","TAS2R16"
"K06854","THPO"
"K11430","EZH2"
"K09261","MEF2B"
"K04671","BMPR2"
"K16791","SMAD9"
"K04914","KCNK3"
"K16196","EIF2AK4"
"K20795","PRDM6"
"K00502","TPH2"
"K09571","FKBP5"
"K05455","NRG1"
"K16534","DISC1"
"K24526","RBM12"
"K16659","RTN4R"
"K24397","DAOA"
"K14480","APOL2"
"K09027","XBP1"
"K20913","CARD14"
"K05483","IL36RN"
"K12395","AP1S3"
"K24496","NPHS1"
"K18268","NPHS2"
"K05860","PLCE1"
"K18035","PTPRO"
"K00901","DGKE"
"K12462","ARHGDIA"
"K14309","NUP93"
"K14310","NUP205"
"K01634","SGPL1"
"K05629","MAGI2"
"K14304","NUP85"
"K14300","NUP133"
"K14303","NUP160"
"K19951","TBC1D8B"
"K08017","AVIL"
"K16513","NOS1AP"
"K04512","DAAM2"
"K05810","LACC1"
"K06095","MPDZ"
"K12035","TRIM71"
"K09224","ZIC1"
"K09225","ZIC4"
"K05260","GHRH"
"K05771","NR3C1"
"K05231","AGRP"
"K05254","GHRL"
"K04213","OPRD1"
"K04153","HTR1D"
"K00510","HMOX1"
"K24754","WDR73"
"K15902","LAGE3"
"K01409","OSGEP"
"K08851","TP53RK"
"K15901","TPRKB"
"K15443","WDR4"
"K15903","GON7"
"K07566","YRDC"
"K23817","CFHR5"
"K01320","F7"
"K11205","GCLM"
"K20052","LRP8"
"K08763","OLR1"
"K02730","PSMA6"
"K10587","UBE3A"
"K03348","ANAPC1"
"K09346","NKX2-6"
"K07831","MRAS"
"K07830","RRAS2"
"K04371","MAPK1"
"K02740","PSMB8"
"K09260","MEF2A"
"K15048","KALRN"
"K01394","MMP3"
"K05859","PLCG2"
"K10630","RBCK1"
"K12654","TMEM173"
"K12805","NLRC4"
"K23718","SON"
"K04496","CTBP1"
"K17800","LETM1"
"K08132","COL12A1"
"K23952","VMA21"
"K11137","TELO2"
"K19749","RAI1"
"K11306","KAT6B"
"K01481","PADI3"
"K05620","TGM3"
"K18626","TCHH"
"K15589","ARNT2"
"K08574","CAPN5"
"K08443","ADGRE2"
"K12838","PUF60"
"K12600","TTC37"
"K12599","SKIV2L"
"K12170","RNF125"
"K04634","GNAQ"
"K06759","CNTN1"
"K05738","MYL1"
"K09064","MYOD1"
"K04440","MAPK10"
"K11499","CENPF"
"K24032","SH3PXD2B"
"K01376","UFSP2"
"K00968","PCYT1A"
"K08675","LONP1"
"K05361","GPX4"
"K19408","SRPX2"
"K15909","INPPL1"
"K17805","PAM16"
"K08729","PTDSS1"
"K12852","EFTUD2"
"K12859","TXNL4A"
"K11086","SNRPB"
"K24517","BMPER"
"K01710","TGDS"
"K12876","RBM8A"
"K24677","IQCE"
"K16797","GLI1"
"K23868","FAM92A"
"K24554","KIAA0825"
"K16769","CKAP2L"
"K11644","SIN3A"
"K05261","PTH"
"K10183","TBX18"
"K17965","NRIP1"
"K09355","PBX1"
"K12755","MYL9"
"K12315","ACTG2"
"K11866","STAMBP"
"K10398","KIF11"
"K04809","CHRNA7"
"K09208","KLF13"
"K15363","FAN1"
"K12584","DCPS"
"K03131","TAF6"
"K16573","TUBGCP6"
"K08863","PLK4"
"K16571","TUBGCP4"
"K10393","KIF2A"
"K10389","TUBG1"
"K07378","NLGN3"
"K21870","BANF1"
"K16366","EDN1"
"K24319","SCARF2"
"K03992","MASP1"
"K10066","COLEC11"
"K10065","COLEC10"
"K23664","MEGF8"
"K02603","ORC1"
"K02606","ORC4"
"K02608","ORC6"
"K10727","CDT1"
"K02213","CDC6"
"K06628","CDC45"
"K02209","MCM5"
"K04444","MAPKAPK3"
"K01412","PMPCA"
"K19527","VPS13D"
"K19327","ANO10"
"K19328","SYT14"
"K19330","RUBCN"
"K09561","STUB1"
"K24939","CWF19L1"
"K05207","GRID2"
"K05742","SLC9A1"
"K17926","SNX14"
"K08876","SCYL1"
"K24509","VWA3B"
"K19619","TDP2"
"K08339","ATG5"
"K10803","XRCC1"
"K24997","GDAP2"
"K10761","THG1L"
"K20184","VPS41"
"K06972","PITRM1"
"K08337","ATG7"
"K10862","TDP1"
"K18180","COA7"
"K22074","NFU1"
"K22075","BOLA3"
"K22072","ISCA2"
"K22063","ISCA1"
"K17732","PMPCB"
"K05840","DRD5"
"K14569","BMS1"
"K19926","ZP1"
"K19928","ZP3"
"K24823","PATL2"
"K06632","WEE2"
"K19927","ZP2"
"K03443","PANX1"
"K14443","BTG4"
"K08778","ASTL"
"K24403","AAVR"
"K22076","MFF"
"K06558","MSR1"
"K25700","CTHRC1"
"K18666","ASCC1"
"K22534","PRDM5"
"K22117","SLC52A2"
"K01764","HCCS"
"K02271","COX7B"
"K24275","FAM111B"
"K17256","IGFALS"
"K24577","MYMK"
"K12865","PQBP1"
"K23310","PHF6"
"K18625","SHROOM4"
"K21863","NALCN"
"K24015","UNC80"
"K17544","TBCK"
"K25178","CCDC174"
"K15445","TRMT10A"
"K17558","PPP1R15B"
"K14689","SLC30A2"
"K07203","MTOR"
"K12886","HNRNPK"
"K08848","RIPK4"
"K13273","PMVK"
"K01597","MVD"
"K12303","SLC17A9"
"K00787","FDPS"
"K01253","EPHX1"
"K00659","BAAT"
"K14341","SLC10A1"
"K00214","BLVRA"
"K16456","CEP55"
"K14697","SLC30A10"
"K14720","SLC39A14"
"K01164","POP1"
"K24852","ZNF341"
"K05060","IL6ST"
"K05055","IL6R"
"K01836","PGM3"
"K05144","CD27"
"K05470","CD70"
"K04703","SPRED1"
"K18167","SDHAF1"
"K00864","GK"
"K04802","PCNA"
"K15687","MKRN3"
"K04635","GNA11"
"K11827","AP2S1"
"K04975","TRPV6"
"K13158","HNRNPA2B1"
"K24374","ZNF644"
"K22761","PRIMPOL"
"K22290","LRPAP1"
"K14711","SLC39A5"
"K00472","P4HA2"
"K13801","ARR3"
"K14401","CPSF1"
"K22459","P3H2"
"K24628","ROGDI"
"K05424","LEP"
"K05062","LEPR"
"K11661","SRCAP"
